Client_ID,First_Name,Last_Name,Phone,email,devices,location,Android,Desktop,Iphone,city,Full_Name,Receiver_ID,Transfer_Amount,Transfer_Date,Promotion_ID,client_email,promotion,responded,Transaction_ID,Amount_USD,Store
7,Inaaya,Velasquez,489-241-7631,Inaaya.Velasquez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1143,3.0,PetPals Mart
568,Zaki,Mcpherson,344-278-2013,Zaki.Mcpherson@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1099,3.0,Urban Outfitters Loft
175,Tia,Potter,137-491-6519,Tia.Potter@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1092,3.0,BestChoice Buy
251,Grayson,Rasmussen,312-891-9587,Grayson.Rasmussen@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,132.0,11.67,2022-08-01,,,No Promotion,,1123,3.0,Urban Outfitters Loft
202,Kabir,Stewart,891-887-3513,Kabir.Stewart@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,846.0,72.79,2023-01-14,68.0,,Oreoz,Yes,1036,3.0,PetPals Mart
140,Gary,Hutchinson,245-506-5389,Gary.Hutchinson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1102,3.0,PetPals Mart
136,Hafsah,Booker,731-730-2543,Hafsah.Booker@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1034,2.0,Urban Outfitters Loft
908,Nataniel,Glenn,504-112-5228,Nataniel.Glenn@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,772.0,48.43,2024-03-11,,,No Promotion,,1110,2.0,Urban Outfitters Loft
528,Md,Booker,544-944-1609,Md.Booker@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1035,2.0,PetPals Mart
986,Rosanna,Dyer,512-600-6692,Rosanna.Dyer@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,979.0,56.93,2022-05-05,,,No Promotion,,1018,2.0,Urban Outfitters Loft
938,Alisha,Hoover,500-251-7080,Alisha.Hoover@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,452.0,20.19,2022-02-22,88.0,,Krafty Cheddar,No,1112,2.0,Trader Tales
328,Otis,Pittman,563-494-9026,Otis.Pittman@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,538.0,33.17,2023-12-15,80.0,,Coca-Splash,Yes,1021,2.0,Urban Outfitters Loft
927,Alejandro,Kent,915-320-3214,Alejandro.Kent@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1032,2.0,Urban Outfitters Loft
69,Saoirse,Keller,699-966-4749,Saoirse.Keller@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,132.0,Saoirse.Keller@example.com,GatorBoost,Yes,1133,2.0,BestChoice Buy
374,Sara,Harris,549-750-2047,Sara.Harris@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,515.0,78.1,2022-11-18,,,No Promotion,,1043,2.0,Urban Outfitters Loft
341,Alexandros,Green,725-427-2794,Alexandros.Green@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,837.0,1.0,2024-01-30,,,No Promotion,,1001,2.0,PetPals Mart
97,Alastair,Buckley,776-243-3725,Alastair.Buckley@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1028,2.0,Trader Tales
283,Autumn,Hensley,107-156-5064,Autumn.Hensley@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,184.0,42.04,2022-10-20,,,No Promotion,,1118,2.0,PetPals Mart
224,Lily-Rose,Kaufman,271-963-2123,Lily-Rose.Kaufman@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,291.0,7.94,2023-05-27,,,No Promotion,,1031,1.0,Urban Outfitters Loft
626,Phoenix,Chapman,791-853-6464,Phoenix.Chapman@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,1115,1.0,PetPals Mart
195,Jorge,Maldonado,220-296-3772,Jorge.Maldonado@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,973.0,20.44,2023-12-25,,,No Promotion,,1149,1.0,PetPals Mart
54,Bethany,Santana,924-146-4189,Bethany.Santana@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,88.0,1.0,2024-03-24,,,No Promotion,,1017,1.0,PetPals Mart
373,Robbie,Paul,852-236-4050,Robbie.Paul@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,817.0,6.98,2022-01-17,,,No Promotion,,1128,1.0,Urban Outfitters Loft
345,Hannah,Zuniga,515-268-3667,Hannah.Zuniga@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,658.0,33.28,2024-02-28,,,No Promotion,,1055,1.0,PetPals Mart
1,Jamie,Bright,533-849-3913,Jamie.Bright@example.com,['Android'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,52.0,25.02,2023-06-05,,,No Promotion,,,0.0,No Store
3,Yusra,Fletcher,385-702-8874,Yusra.Fletcher@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
4,Esme,Nielsen,621-797-5367,Esme.Nielsen@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
6,Dean,Lewis,243-955-3782,Dean.Lewis@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
8,Tasnim,Cobb,262-380-8877,Tasnim.Cobb@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
9,Asa,Vazquez,504-421-4485,Asa.Vazquez@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
11,Moshe,Colon,131-622-5442,Moshe.Colon@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,171.0,25.66,2022-06-10,,,No Promotion,,,0.0,No Store
12,Hussain,Santos,379-352-6285,Hussain.Santos@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
13,Lillian,Hanna,488-762-8236,Lillian.Hanna@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
14,Harvey,Guerrero,597-677-6862,Harvey.Guerrero@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
16,Zack,Griffin,467-370-7724,Zack.Griffin@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
18,Sandra,Cherry,218-605-4170,Sandra.Cherry@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
19,Carmen,Burton,527-368-7429,Carmen.Burton@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
20,Donald,Stone,730-260-4630,Donald.Stone@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
21,Clifford,Mcgee,715-116-6302,Clifford.Mcgee@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
22,Gerald,Maldonado,660-116-3336,Gerald.Maldonado@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,976.0,19.84,2022-07-27,,,No Promotion,,,0.0,No Store
25,Alina,Mccoy,495-292-8149,Alina.Mccoy@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
30,Stephanie,Rice,830-901-9870,Stephanie.Rice@example.com,['Android'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
31,Bradley,Butler,937-172-2269,Bradley.Butler@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,121.0,,Krafty Cheddar,No,,0.0,No Store
32,Alejandro,Brandt,334-279-1420,Alejandro.Brandt@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
34,Livia,Howe,868-828-4315,Livia.Howe@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,192.0,,GatorBoost,No,,0.0,No Store
36,Dominik,Odling,365-145-3897,Dominik.Odling@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,924.0,67.92,2023-08-28,,,No Promotion,,,0.0,No Store
37,Lili,Schroeder,640-348-2128,Lili.Schroeder@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
38,Jeremiah,Martin,277-350-5557,Jeremiah.Martin@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
40,Clara,Bird,958-605-3200,Clara.Bird@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,320.0,23.94,2023-05-16,,,No Promotion,,,0.0,No Store
41,Cody,Riley,872-906-9681,Cody.Riley@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
42,Tomas,Griffith,492-337-4468,Tomas.Griffith@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,41.0,135.1,2024-03-09,55.0,,Flixnet,Yes,,0.0,No Store
44,Diana,Davenport,505-179-8348,Diana.Davenport@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
45,Cordelia,Houston,946-560-7738,Cordelia.Houston@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
46,Abubakar,House,713-179-2294,Abubakar.House@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
47,Celia,Terry,986-149-3342,Celia.Terry@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,163.0,14.22,2022-11-14,,,No Promotion,,,0.0,No Store
49,Idris,Proctor,584-182-6496,Idris.Proctor@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,212.0,33.08,2022-06-26,,,No Promotion,,,0.0,No Store
50,Bruno,Noble,639-790-8394,Bruno.Noble@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
51,Herman,Munoz,689-881-9382,Herman.Munoz@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,140.0,1.0,2023-01-04,,,No Promotion,,,0.0,No Store
52,Amaan,Rangel,837-435-2302,Amaan.Rangel@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
53,Prince,Thompson,115-215-7565,Prince.Thompson@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
55,Ernest,Martinez,448-597-4211,Ernest.Martinez@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
56,Susannah,O'Doherty,981-489-3689,Susannah.O'Doherty@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
57,Billie,Price,917-866-8131,Billie.Price@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
58,Orlando,Pitts,427-711-9658,Orlando.Pitts@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,236.0,53.23,2023-11-16,,,No Promotion,,,0.0,No Store
59,Phoebe,Weiss,299-560-9666,Phoebe.Weiss@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,848.0,73.76,2024-03-15,,,No Promotion,,,0.0,No Store
60,Juanita,Baldwin,989-786-8538,Juanita.Baldwin@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
61,Honor,Jacobson,624-535-4606,Honor.Jacobson@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,487.0,6.81,2022-12-09,,,No Promotion,,,0.0,No Store
62,Ty,Mcintyre,743-856-9854,Ty.Mcintyre@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,885.0,9.12,2023-08-30,,,No Promotion,,,0.0,No Store
65,Aled,Silva,612-360-5367,Aled.Silva@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,620.0,19.91,2024-01-01,,,No Promotion,,,0.0,No Store
66,Aisha,Webb,447-728-9592,Aisha.Webb@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,342.0,45.42,2022-05-22,,,No Promotion,,,0.0,No Store
67,Dewi,Keith,816-321-4054,Dewi.Keith@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
70,Valerie,Oneal,651-335-6190,Valerie.Oneal@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
71,Ilyas,Dunlap,491-981-1293,Ilyas.Dunlap@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,947.0,62.0,2024-04-01,,,No Promotion,,,0.0,No Store
72,Kingsley,Moyer,927-708-1141,Kingsley.Moyer@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,964.0,8.65,2023-06-15,,,No Promotion,,,0.0,No Store
74,Myrtle,Doyle,525-796-7991,Myrtle.Doyle@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,664.0,31.96,2023-07-31,2.0,,GatorBoost,Yes,,0.0,No Store
75,Marjorie,Shields,346-207-2724,Marjorie.Shields@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,932.0,13.06,2022-09-16,,,No Promotion,,,0.0,No Store
76,Taha,Casey,581-100-2001,Taha.Casey@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
77,Cleo,Greer,138-806-4136,Cleo.Greer@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,29.0,,Popsi,No,,0.0,No Store
78,Angela,Mcmillan,868-463-1850,Angela.Mcmillan@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,356.0,30.48,2024-04-27,,,No Promotion,,,0.0,No Store
79,Vivian,Peterson,598-995-3909,Vivian.Peterson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
80,Cheryl,Owens,812-775-9881,Cheryl.Owens@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
82,Casper,Freeman,932-653-8020,Casper.Freeman@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,137.0,15.36,2023-02-17,,,No Promotion,,,0.0,No Store
83,Zachery,Brennan,323-591-3874,Zachery.Brennan@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,1000.0,19.55,2022-04-01,,,No Promotion,,,0.0,No Store
84,Safia,Ayers,512-649-7865,Safia.Ayers@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,697.0,51.67,2023-09-25,,,No Promotion,,,0.0,No Store
87,Rahim,Cuevas,300-879-5941,Rahim.Cuevas@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
88,Humza,Velez,931-502-4660,Humza.Velez@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
90,Anas,Blevins,138-515-3364,Anas.Blevins@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
91,Amir,Clark,924-287-4068,Amir.Clark@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,166.0,Amir.Clark@example.com,Krafty Cheddar,No,,0.0,No Store
92,Mohamed,Barr,604-185-7149,Mohamed.Barr@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
93,Elif,Khan,686-123-8571,Elif.Khan@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,242.0,56.3,2023-04-30,113.0,,Coca-Splash,Yes,,0.0,No Store
94,Mia,Horne,667-185-1569,Mia.Horne@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,76.0,15.65,2022-05-09,,,No Promotion,,,0.0,No Store
95,Miles,Fisher,702-511-6770,Miles.Fisher@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
96,Nadia,Neal,255-874-4270,Nadia.Neal@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
98,Traci,Banks,313-374-6903,Traci.Banks@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,133.0,Traci.Banks@example.com,KittyKat,No,,0.0,No Store
99,Colby,Hart,900-712-6799,Colby.Hart@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
100,Usman,Swanson,431-103-9132,Usman.Swanson@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,129.0,99.22,2024-03-08,19.0,Usman.Swanson@example.com,Coca-Splash,No,,0.0,No Store
101,Michelle,Love,672-651-8173,Michelle.Love@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
103,Caspar,Hudson,830-584-4874,Caspar.Hudson@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,392.0,36.88,2023-10-18,,,No Promotion,,,0.0,No Store
104,Chelsea,Wyatt,750-801-9657,Chelsea.Wyatt@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
105,Franklin,Conway,768-545-4465,Franklin.Conway@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,118.0,49.49,2023-10-22,,,No Promotion,,,0.0,No Store
106,Ruth,Andrews,159-468-6067,Ruth.Andrews@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
107,Polly,Reyes,296-740-3450,Polly.Reyes@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,156.0,Polly.Reyes@example.com,GatorBoost,No,,0.0,No Store
108,Mohsin,Tucker,174-389-8757,Mohsin.Tucker@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,592.0,3.86,2023-08-15,,,No Promotion,,,0.0,No Store
110,Pearl,Perez,947-926-6369,Pearl.Perez@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,258.0,1.0,2022-06-05,,,No Promotion,,,0.0,No Store
111,Harriett,Mccoy,956-438-3865,Harriett.Mccoy@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,104.0,7.4,2022-02-20,,,No Promotion,,,0.0,No Store
112,Aiden,Galvan,559-282-1575,Aiden.Galvan@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,169.0,71.55,2023-03-17,,,No Promotion,,,0.0,No Store
113,Kaan,Miranda,940-569-5175,Kaan.Miranda@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
114,Laurie,Melendez,488-382-1416,Laurie.Melendez@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,176.0,,Oreoz,No,,0.0,No Store
115,Tanya,Watson,432-515-4933,Tanya.Watson@example.com,"['Android', 'Iphone']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
118,Sean,Bolton,222-241-5406,Sean.Bolton@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,595.0,42.37,2023-05-22,,,No Promotion,,,0.0,No Store
121,Jasper,Brandt,527-756-7352,Jasper.Brandt@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
122,Teresa,Mccarty,223-114-4003,Teresa.Mccarty@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
123,Finnian,Fisher,382-879-9946,Finnian.Fisher@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
127,Zoya,Giles,301-750-7631,Zoya.Giles@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,842.0,26.11,2023-03-28,82.0,,GatorBoost,No,,0.0,No Store
128,Malik,Cuevas,935-337-2537,Malik.Cuevas@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
129,Alejandro,Duncan,487-150-9471,Alejandro.Duncan@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
130,Zohaib,Hartman,928-400-6426,Zohaib.Hartman@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,923.0,5.75,2023-05-11,,,No Promotion,,,0.0,No Store
131,Alivia,Armstrong,398-367-7522,Alivia.Armstrong@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
133,Zack,Mcclain,586-280-9496,Zack.Mcclain@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,45.0,,KittyKat,No,,0.0,No Store
134,Lydia,Chan,649-585-3076,Lydia.Chan@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
135,Bertie,Ward,971-922-8663,Bertie.Ward@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
137,India,Simmons,605-920-3435,India.Simmons@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,238.0,38.32,2022-12-30,,,No Promotion,,,0.0,No Store
138,Adnan,Allen,561-365-7378,Adnan.Allen@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,796.0,68.32,2023-08-22,61.0,,Popsi,Yes,,0.0,No Store
139,Kamran,Wilcox,476-365-7838,Kamran.Wilcox@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
141,Adriana,Stafford,473-741-6496,Adriana.Stafford@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",,,,,,245.0,28.59,2024-01-11,,,No Promotion,,,0.0,No Store
143,Ian,Ho,586-175-1970,Ian.Ho@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
144,Emelia,Page,929-575-4315,Emelia.Page@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,177.0,67.75,2022-01-26,1.0,,Coca-Splash,Yes,,0.0,No Store
145,Elijah,Castaneda,354-709-5741,Elijah.Castaneda@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
147,Eleanor,Mcintosh,153-538-3431,Eleanor.Mcintosh@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",,,,,,380.0,6.24,2023-01-12,,,No Promotion,,,0.0,No Store
148,Maksymilian,Crosby,298-837-9139,Maksymilian.Crosby@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
149,Abdirahman,Mullen,669-442-8257,Abdirahman.Mullen@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
151,Laiba,Ingram,780-200-2871,Laiba.Ingram@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
152,Matteo,Moon,830-546-5378,Matteo.Moon@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
153,Blaine,Boyer,411-997-1636,Blaine.Boyer@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",,,,,,,0.0,,,,No Promotion,,,0.0,No Store
