id,name,phone_number,email,city,country,device_count,android,iphone,desktop,promotion_id,promoted_item,responded,sent_from,sent_to,amount_sent,date_sent,received_from,received_to,amount_received,date_received,transaction_id,store,purchased_item,price,price_per_item,quantity
0251,Grayson Rasmussen,312-891-9587,Grayson.Rasmussen@example.com,New York,USA,1.0,Yes,No,No,,,,0251,0481,12.91,2022-10-24,,,,,1144,Trader Tales,Dovee,6.0,2.0,3.0
0252,Jemima Leonard,149-310-5366,Jemima.Leonard@example.com,Chicago,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0253,Oskar Mccarty,582-269-7396,Oskar.Mccarty@example.com,London,United Kingdom,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0254,Bonnie Woods,104-443-5734,Bonnie.Woods@example.com,San Francisco,USA,3.0,Yes,Yes,Yes,,,,,,,,0827,0254,7.83,2022-06-13,,,,,,
0255,Miriam Pacheco,401-464-5796,Miriam.Pacheco@example.com,San Diego,USA,2.0,Yes,No,Yes,0135,Krafty Cheddar,Yes,0255,0328,5.42,2022-10-21,,,,,,,,,,
0255,Miriam Pacheco,401-464-5796,Miriam.Pacheco@example.com,San Diego,USA,2.0,Yes,No,Yes,0135,Krafty Cheddar,Yes,0255,0668,52.93,2023-11-24,,,,,,,,,,
0256,Zahraa Villanueva,130-183-4153,Zahraa.Villanueva@example.com,San Francisco,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0257,Alia Hess,735-371-7432,Alia.Hess@example.com,San Diego,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0110,0258,1.0,2022-06-05,1084,Urban Outfitters Loft,RedCow,6.0,3.0,2.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0110,0258,1.0,2022-06-05,1084,Urban Outfitters Loft,KittyKat,2.0,2.0,1.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0110,0258,1.0,2022-06-05,1130,BestChoice Buy,KittyKat,6.0,3.0,2.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0110,0258,1.0,2022-06-05,1130,BestChoice Buy,Colgatex,9.0,3.0,3.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0110,0258,1.0,2022-06-05,1130,BestChoice Buy,Krafty Cheddar,5.0,5.0,1.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0986,0258,6.97,2023-02-06,1084,Urban Outfitters Loft,RedCow,6.0,3.0,2.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0986,0258,6.97,2023-02-06,1084,Urban Outfitters Loft,KittyKat,2.0,2.0,1.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0986,0258,6.97,2023-02-06,1130,BestChoice Buy,KittyKat,6.0,3.0,2.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0986,0258,6.97,2023-02-06,1130,BestChoice Buy,Colgatex,9.0,3.0,3.0
0258,Felicity Tran,530-539-9474,Felicity.Tran@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,0258,0926,3.49,2022-04-02,0986,0258,6.97,2023-02-06,1130,BestChoice Buy,Krafty Cheddar,5.0,5.0,1.0
0259,Lily Chan,390-911-6534,Lily.Chan@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0259,0965,68.0,2022-06-15,,,,,1081,BestChoice Buy,Dovee,6.0,2.0,3.0
0259,Lily Chan,390-911-6534,Lily.Chan@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0259,0965,68.0,2022-06-15,,,,,1081,BestChoice Buy,KittyKat,9.0,3.0,3.0
0259,Lily Chan,390-911-6534,Lily.Chan@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0259,0965,68.0,2022-06-15,,,,,1081,BestChoice Buy,Popsi,8.0,4.0,2.0
0259,Lily Chan,390-911-6534,Lily.Chan@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0259,0157,44.69,2023-03-01,,,,,1081,BestChoice Buy,Dovee,6.0,2.0,3.0
0259,Lily Chan,390-911-6534,Lily.Chan@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0259,0157,44.69,2023-03-01,,,,,1081,BestChoice Buy,KittyKat,9.0,3.0,3.0
0259,Lily Chan,390-911-6534,Lily.Chan@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0259,0157,44.69,2023-03-01,,,,,1081,BestChoice Buy,Popsi,8.0,4.0,2.0
0260,Darcey Robles,790-759-5249,Darcey.Robles@example.com,London,United Kingdom,1.0,No,Yes,No,,,,,,,,0914,0260,85.96,2024-03-09,,,,,,
0262,Everly Cortez,954-995-1806,Everly.Cortez@example.com,Toronto,Canada,1.0,Yes,No,No,,,,0262,0317,4.94,2024-01-27,0687,0262,57.67,2023-01-07,,,,,,
0263,Tommy Farmer,999-431-4584,Tommy.Farmer@example.com,Toronto,Canada,1.0,Yes,No,No,,,,0263,0714,19.32,2023-06-19,0318,0263,6.75,2024-01-17,,,,,,
0263,Tommy Farmer,999-431-4584,Tommy.Farmer@example.com,Toronto,Canada,1.0,Yes,No,No,,,,0263,0105,10.03,2023-11-24,0318,0263,6.75,2024-01-17,,,,,,
0263,Tommy Farmer,999-431-4584,Tommy.Farmer@example.com,Toronto,Canada,1.0,Yes,No,No,,,,0263,0967,38.51,2024-01-12,0318,0263,6.75,2024-01-17,,,,,,
0264,Maximillian Atkins,421-834-8740,Maximillian.Atkins@example.com,Toronto,Canada,2.0,Yes,Yes,No,0057,Oreoz,Yes,0264,0620,47.19,2023-01-12,,,,,,,,,,
0265,Eddie Archer,130-279-8355,Eddie.Archer@example.com,San Francisco,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0266,Gregory Strong,952-404-1885,Gregory.Strong@example.com,New York,USA,2.0,No,Yes,Yes,,,,,,,,0242,0266,96.5,2022-12-18,,,,,,
0267,Jake Spencer,445-216-5918,Jake.Spencer@example.com,San Diego,USA,3.0,Yes,Yes,Yes,,,,0267,0812,35.92,2022-12-07,0421,0267,21.65,2023-01-09,,,,,,
0268,Johnny Ford,760-126-9651,Johnny.Ford@example.com,San Francisco,USA,3.0,Yes,Yes,Yes,,,,,,,,0854,0268,70.32,2023-11-21,,,,,,
0269,Yusuf Salazar,311-351-7403,Yusuf.Salazar@example.com,Toronto,Canada,1.0,Yes,No,No,,,,,,,,0918,0269,41.46,2023-07-12,,,,,,
0269,Yusuf Salazar,311-351-7403,Yusuf.Salazar@example.com,Toronto,Canada,1.0,Yes,No,No,,,,,,,,0411,0269,20.84,2023-08-28,,,,,,
0270,Nelson Huff,169-619-4582,Nelson.Huff@example.com,New York,USA,3.0,Yes,Yes,Yes,0128,Coca-Splash,Yes,0270,0838,41.36,2023-05-09,,,,,,,,,,
0272,Findlay Velasquez,675-319-8856,Findlay.Velasquez@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,0272,0966,79.49,2022-05-19,0629,0272,43.39,2022-07-02,,,,,,
0273,Georgiana Horton,290-200-9393,Georgiana.Horton@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,,,,,0414,0273,19.97,2022-05-28,,,,,,
0273,Georgiana Horton,290-200-9393,Georgiana.Horton@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,,,,,0854,0273,42.99,2022-11-25,,,,,,
0274,Bronte Riley,786-291-8203,Bronte.Riley@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0274,0382,12.26,2023-08-21,,,,,,,,,,
0274,Bronte Riley,786-291-8203,Bronte.Riley@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0274,0598,19.29,2023-12-16,,,,,,,,,,
0275,Harriett Villegas,329-505-8826,Harriett.Villegas@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0276,Bertha Carter,708-356-2109,Bertha.Carter@example.com,Chicago,USA,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0277,Fay Lucas,436-818-1915,Fay.Lucas@example.com,Montreal,Canada,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0278,Rachael Sykes,623-319-1782,Rachael.Sykes@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0279,Annabelle Atkinson,494-263-3527,Annabelle.Atkinson@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0279,0852,71.71,2022-07-27,0957,0279,33.96,2022-05-21,,,,,,
0279,Annabelle Atkinson,494-263-3527,Annabelle.Atkinson@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0279,0848,3.02,2022-09-18,0957,0279,33.96,2022-05-21,,,,,,
0280,Zac Wagner,131-396-9743,Zac.Wagner@example.com,San Francisco,USA,3.0,Yes,Yes,Yes,,,,0280,0735,21.88,2022-01-10,,,,,,,,,,
0282,Elysia Mata,111-388-1063,Elysia.Mata@example.com,New York,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0283,Autumn Hensley,107-156-5064,Autumn.Hensley@example.com,New York,USA,2.0,Yes,Yes,No,,,,0283,0184,42.04,2022-10-20,,,,,1118,PetPals Mart,Dovee,2.0,1.0,2.0
0284,Maximilian Whitney,804-245-1465,Maximilian.Whitney@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0285,Lorna Levy,809-114-1988,Lorna.Levy@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0285,0147,36.98,2023-10-13,,,,,,,,,,
0286,Cordelia Marquez,636-910-2488,Cordelia.Marquez@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,0286,0640,53.81,2022-08-26,0986,0286,8.34,2023-12-03,,,,,,
0286,Cordelia Marquez,636-910-2488,Cordelia.Marquez@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,0286,0963,21.05,2024-03-09,0986,0286,8.34,2023-12-03,,,,,,
0287,Jan Daniels,305-449-8274,Jan.Daniels@example.com,Montreal,Canada,2.0,Yes,No,Yes,,,,,,,,0473,0287,30.01,2023-06-26,,,,,,
0287,Jan Daniels,305-449-8274,Jan.Daniels@example.com,Montreal,Canada,2.0,Yes,No,Yes,,,,,,,,0473,0287,3.78,2023-11-15,,,,,,
0288,Donald Dale,995-494-7868,Donald.Dale@example.com,San Francisco,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0535,16.33,2022-06-08,,,,,1137,Urban Outfitters Loft,Dovee,1.0,1.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0535,16.33,2022-06-08,,,,,1137,Urban Outfitters Loft,Colgatex,2.0,2.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0756,78.3,2022-11-11,,,,,1137,Urban Outfitters Loft,Dovee,1.0,1.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0756,78.3,2022-11-11,,,,,1137,Urban Outfitters Loft,Colgatex,2.0,2.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0990,122.1,2023-01-22,,,,,1137,Urban Outfitters Loft,Dovee,1.0,1.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0990,122.1,2023-01-22,,,,,1137,Urban Outfitters Loft,Colgatex,2.0,2.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0503,27.73,2024-03-02,,,,,1137,Urban Outfitters Loft,Dovee,1.0,1.0,1.0
0289,Adele Cantrell,264-319-7312,Adele.Cantrell@example.com,New York,USA,2.0,Yes,No,Yes,,,,0289,0503,27.73,2024-03-02,,,,,1137,Urban Outfitters Loft,Colgatex,2.0,2.0,1.0
0290,Brenda Ingram,919-358-6885,Brenda.Ingram@example.com,Montreal,Canada,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0291,Brooklyn Gamble,187-138-7951,Brooklyn.Gamble@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,,,,,0224,0291,7.94,2023-05-27,,,,,,
0292,Anya Bray,396-900-5179,Anya.Bray@example.com,Toronto,Canada,1.0,No,Yes,No,,,,,,,,,,,,,,,,,
0293,Oliwia Dominguez,161-309-1110,Oliwia.Dominguez@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0294,Faizan Hill,572-649-5353,Faizan.Hill@example.com,San Francisco,USA,1.0,Yes,No,No,0033,RedCow,No,,,,,,,,,,,,,,
0295,Maisy Clark,966-801-8945,Maisy.Clark@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0296,Steven Reid,490-977-4025,Steven.Reid@example.com,San Francisco,USA,2.0,Yes,No,Yes,0006,Popsi,Yes,0296,0683,10.0,2022-10-11,0731,0296,4.09,2024-01-23,,,,,,
0297,Ayesha O'Reilly,273-616-5739,Ayesha.O'Reilly@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,,,,,1007,SparkMart,KittyKat,8.0,4.0,2.0
0297,Ayesha O'Reilly,273-616-5739,Ayesha.O'Reilly@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,,,,,1007,SparkMart,RedCow,5.0,5.0,1.0
0297,Ayesha O'Reilly,273-616-5739,Ayesha.O'Reilly@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,,,,,1007,SparkMart,Dovee,9.0,3.0,3.0
0298,Chanel Lang,284-895-4854,Chanel.Lang@example.com,San Francisco,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0299,Aadam Browning,702-276-7562,Aadam.Browning@example.com,San Francisco,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0300,Danny Knapp,665-657-4948,Danny.Knapp@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,0147,Coca-Splash,No,,,,,,,,,,,,,,
0301,Huda Rogers,714-169-1009,Huda.Rogers@example.com,New York,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0302,Ellena Ramsey,639-267-5334,Ellena.Ramsey@example.com,San Diego,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0303,Nikita Marquez,492-815-1793,Nikita.Marquez@example.com,Montreal,Canada,1.0,Yes,No,No,,,,0303,0993,28.82,2023-08-24,,,,,,,,,,
0304,Siena Stanton,247-260-7851,Siena.Stanton@example.com,Chicago,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0305,Doris Griffith,839-124-9420,Doris.Griffith@example.com,San Francisco,USA,2.0,No,Yes,Yes,,,,,,,,,,,,1008,SparkMart,Colgatex,4.0,4.0,1.0
0305,Doris Griffith,839-124-9420,Doris.Griffith@example.com,San Francisco,USA,2.0,No,Yes,Yes,,,,,,,,,,,,1008,SparkMart,RedCow,5.0,5.0,1.0
0305,Doris Griffith,839-124-9420,Doris.Griffith@example.com,San Francisco,USA,2.0,No,Yes,Yes,,,,,,,,,,,,1008,SparkMart,KittyKat,4.0,4.0,1.0
0306,Libbie Swanson,176-108-4411,Libbie.Swanson@example.com,Chicago,USA,1.0,No,Yes,No,,,,,,,,,,,,,,,,,
0307,Rebekah Shaw,531-380-1711,Rebekah.Shaw@example.com,Chicago,USA,2.0,Yes,No,Yes,,,,,,,,,,,,1100,PetPals Mart,KittyKat,2.0,2.0,1.0
0307,Rebekah Shaw,531-380-1711,Rebekah.Shaw@example.com,Chicago,USA,2.0,Yes,No,Yes,,,,,,,,,,,,1100,PetPals Mart,Flixnet,10.0,10.0,1.0
0308,Noah Benton,936-522-1085,Noah.Benton@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,0308,0973,7.76,2022-02-14,,,,,1049,Urban Outfitters Loft,Popsi,3.0,3.0,1.0
0308,Noah Benton,936-522-1085,Noah.Benton@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,0308,0973,7.76,2022-02-14,,,,,1049,Urban Outfitters Loft,RedCow,6.0,3.0,2.0
0308,Noah Benton,936-522-1085,Noah.Benton@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,0308,0973,7.76,2022-02-14,,,,,1049,Urban Outfitters Loft,Dovee,1.0,1.0,1.0
0309,Barnaby Payne,140-296-7511,Barnaby.Payne@example.com,London,United Kingdom,1.0,Yes,No,No,,,,0309,0119,140.03,2024-01-02,,,,,,,,,,
0310,Aya Hoover,640-104-6782,Aya.Hoover@example.com,Chicago,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0311,Mariam Campos,102-916-1394,Mariam.Campos@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,0895,0311,68.82,2024-04-10,,,,,,
0312,Marissa Rubio,400-815-9011,Marissa.Rubio@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,,,,,0662,0312,40.5,2023-11-25,,,,,,
0313,Alice Nielsen,988-763-8894,Alice.Nielsen@example.com,Chicago,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0314,Neve Hendrix,965-871-6717,Neve.Hendrix@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,0314,0927,18.87,2022-12-18,0900,0314,96.19,2023-02-27,,,,,,
0314,Neve Hendrix,965-871-6717,Neve.Hendrix@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,0314,0927,18.87,2022-12-18,0722,0314,39.85,2023-03-05,,,,,,
0314,Neve Hendrix,965-871-6717,Neve.Hendrix@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,0314,0705,47.41,2023-06-25,0900,0314,96.19,2023-02-27,,,,,,
0314,Neve Hendrix,965-871-6717,Neve.Hendrix@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,0314,0705,47.41,2023-06-25,0722,0314,39.85,2023-03-05,,,,,,
0315,Kiara Sosa,982-969-2499,Kiara.Sosa@example.com,Los Angeles,USA,1.0,Yes,No,No,,,,,,,,,,,,,,,,,
0316,Mathilda Abbott,893-420-4063,Mathilda.Abbott@example.com,New York,USA,1.0,No,No,Yes,,,,,,,,0739,0316,40.22,2023-01-26,,,,,,
0317,Bessie Cuevas,629-379-6872,Bessie.Cuevas@example.com,Toronto,Canada,2.0,Yes,Yes,No,,,,,,,,0262,0317,4.94,2024-01-27,,,,,,
0318,Mario Luna,547-624-3479,Mario.Luna@example.com,Toronto,Canada,3.0,Yes,Yes,Yes,,,,0318,0263,6.75,2024-01-17,0996,0318,12.77,2023-07-03,,,,,,
0318,Mario Luna,547-624-3479,Mario.Luna@example.com,Toronto,Canada,3.0,Yes,Yes,Yes,,,,0318,0263,6.75,2024-01-17,0903,0318,3.92,2023-12-03,,,,,,
0319,Tess Short,990-918-2059,Tess.Short@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,,,,,0961,0319,16.42,2024-04-25,,,,,,
0320,Liberty Stephenson,613-740-5020,Liberty.Stephenson@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,0040,0320,23.94,2023-05-16,,,,,,
0321,Leena Castillo,648-845-8799,Leena.Castillo@example.com,San Francisco,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0322,Melissa Harding,614-765-9511,Melissa.Harding@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0322,0064,11.62,2022-02-23,,,,,,,,,,
0322,Melissa Harding,614-765-9511,Melissa.Harding@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0322,0968,70.74,2023-10-25,,,,,,,,,,
0323,Seren Rocha,880-236-4632,Seren.Rocha@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0323,0037,22.32,2023-08-03,,,,,,,,,,
0324,Thea Hamilton,868-547-6826,Thea.Hamilton@example.com,Montreal,Canada,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0325,Matilda Griffin,176-758-4552,Matilda.Griffin@example.com,Toronto,Canada,2.0,Yes,Yes,No,,,,0325,0149,56.12,2023-05-15,,,,,,,,,,
0326,Archibald Melendez,553-482-8315,Archibald.Melendez@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,0326,0109,60.78,2023-09-08,,,,,1097,BestChoice Buy,Dovee,4.0,2.0,2.0
0326,Archibald Melendez,553-482-8315,Archibald.Melendez@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,0326,0109,60.78,2023-09-08,,,,,1097,BestChoice Buy,RedCow,8.0,4.0,2.0
0327,Oliver Sanford,628-646-1375,Oliver.Sanford@example.com,Toronto,Canada,2.0,Yes,Yes,No,,,,,,,,0198,0327,50.3,2023-06-07,,,,,,
0328,Otis Pittman,563-494-9026,Otis.Pittman@example.com,San Diego,USA,3.0,Yes,Yes,Yes,,,,0328,0538,33.17,2023-12-15,0255,0328,5.42,2022-10-21,1021,Urban Outfitters Loft,Colgatex,2.0,2.0,1.0
0329,Rory Bartlett,429-411-4734,Rory.Bartlett@example.com,San Diego,USA,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0331,Lia Hudson,671-560-5008,Lia.Hudson@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0331,0829,13.73,2022-12-17,,,,,,,,,,
0332,Gertrude Huffman,148-739-3707,Gertrude.Huffman@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,,,,,1135,PetPals Mart,Flixnet,20.0,10.0,2.0
0332,Gertrude Huffman,148-739-3707,Gertrude.Huffman@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,,,,,1135,PetPals Mart,GatorBoost,3.0,3.0,1.0
0333,Tamzin Hernandez,657-945-1077,Tamzin.Hernandez@example.com,Chicago,USA,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0334,Elisabeth Tran,363-441-2226,Elisabeth.Tran@example.com,London,United Kingdom,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0335,Aaminah Daniel,877-314-7868,Aaminah.Daniel@example.com,New York,USA,3.0,Yes,Yes,Yes,,,,0335,0234,28.18,2023-09-12,,,,,,,,,,
0335,Aaminah Daniel,877-314-7868,Aaminah.Daniel@example.com,New York,USA,3.0,Yes,Yes,Yes,,,,0335,0937,41.1,2023-10-17,,,,,,,,,,
0336,Katrina Foster,497-544-5065,Katrina.Foster@example.com,London,United Kingdom,2.0,Yes,Yes,No,0023,Coca-Splash,No,,,,,,,,,,,,,,
0336,Katrina Foster,497-544-5065,Katrina.Foster@example.com,London,United Kingdom,2.0,Yes,Yes,No,0153,KittyKat,No,,,,,,,,,,,,,,
0337,Xavier Mcguire,329-569-7858,Xavier.Mcguire@example.com,San Francisco,USA,1.0,No,No,Yes,,,,0337,0561,25.98,2023-04-16,,,,,,,,,,
0339,Sahil Lyons,494-702-9881,Sahil.Lyons@example.com,Montreal,Canada,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0340,Lilly-Rose Richards,264-213-8415,Lilly-Rose.Richards@example.com,New York,USA,3.0,Yes,Yes,Yes,,,,,,,,0685,0340,92.9,2023-05-17,,,,,,
0341,Alexandros Green,725-427-2794,Alexandros.Green@example.com,San Diego,USA,1.0,No,Yes,No,,,,0341,0837,1.0,2024-01-30,,,,,1001,PetPals Mart,Colgatex,2.0,2.0,1.0
0342,Alfred Stuart,713-145-1454,Alfred.Stuart@example.com,Los Angeles,USA,1.0,No,No,Yes,,,,0342,0827,45.99,2023-05-04,0066,0342,45.42,2022-05-22,,,,,,
0342,Alfred Stuart,713-145-1454,Alfred.Stuart@example.com,Los Angeles,USA,1.0,No,No,Yes,,,,0342,0838,61.74,2023-10-27,0066,0342,45.42,2022-05-22,,,,,,
0343,Taha Carroll,368-154-2650,Taha.Carroll@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,,,,,,,,,1109,Urban Outfitters Loft,RedCow,9.0,3.0,3.0
0345,Hannah Zuniga,515-268-3667,Hannah.Zuniga@example.com,Chicago,USA,3.0,Yes,Yes,Yes,,,,0345,0658,33.28,2024-02-28,0984,0345,49.27,2022-12-15,1055,PetPals Mart,Dovee,1.0,1.0,1.0
0346,Caiden Kaufman,805-349-3127,Caiden.Kaufman@example.com,Montreal,Canada,1.0,No,No,Yes,,,,0346,0135,1.0,2023-09-29,,,,,,,,,,
0347,Jemma Greer,220-752-3577,Jemma.Greer@example.com,San Francisco,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0348,Alistair Moore,358-489-3754,Alistair.Moore@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0349,Rachael Shields,557-384-9605,Rachael.Shields@example.com,New York,USA,3.0,Yes,Yes,Yes,,,,0349,0528,27.28,2023-04-06,,,,,,,,,,
0350,Jed Myers,920-927-4758,Jed.Myers@example.com,San Francisco,USA,1.0,No,No,Yes,,,,,,,,0769,0350,49.57,2024-02-15,,,,,,
0351,Keaton Ortiz,676-716-9033,Keaton.Ortiz@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,0351,0920,23.69,2023-02-06,,,,,,,,,,
0352,Maliha Hood,296-552-6256,Maliha.Hood@example.com,San Diego,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0353,Jennie Monroe,613-385-2077,Jennie.Monroe@example.com,Montreal,Canada,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0354,Sharon Rojas,901-513-9962,Sharon.Rojas@example.com,New York,USA,1.0,No,Yes,No,,,,,,,,,,,,,,,,,
0355,Dawid Lozano,410-788-9917,Dawid.Lozano@example.com,Toronto,Canada,1.0,No,Yes,No,,,,,,,,,,,,,,,,,
0356,Romeo Martin,834-460-4855,Romeo.Martin@example.com,Toronto,Canada,2.0,No,Yes,Yes,,,,,,,,0382,0356,7.77,2023-09-25,,,,,,
0356,Romeo Martin,834-460-4855,Romeo.Martin@example.com,Toronto,Canada,2.0,No,Yes,Yes,,,,,,,,0078,0356,30.48,2024-04-27,,,,,,
0357,Nikhil Peck,395-769-3300,Nikhil.Peck@example.com,Chicago,USA,2.0,No,Yes,Yes,0035,RedCow,No,,,,,,,,,,,,,,
0359,Jayden Meyers,233-480-8798,Jayden.Meyers@example.com,San Diego,USA,1.0,Yes,No,No,,,,,,,,0925,0359,86.0,2024-04-18,,,,,,
0361,Joel Baldwin,161-534-8719,Joel.Baldwin@example.com,San Diego,USA,1.0,No,No,Yes,,,,,,,,0717,0361,31.77,2023-10-06,,,,,,
0362,Fletcher Moreno,228-202-6360,Fletcher.Moreno@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,,,,,1089,Urban Outfitters Loft,Popsi,6.0,3.0,2.0
0362,Fletcher Moreno,228-202-6360,Fletcher.Moreno@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,,,,,1089,Urban Outfitters Loft,Dovee,1.0,1.0,1.0
